Book,Chapter_verse,Content
출애굽기,23장 4절,원수 잃다 소나 나귀 돌리다
출애굽기,23장 5절,미워하다 자의 나귀 싣다 엎드러짐 버리다 두다 부리다
출애굽기,23장 6절,가난하다 자의 송사 정의 말다
출애굽기,23장 7절,거짓 멀리 무죄 자르다 말르다 악인 의롭다
출애굽기,23장 8절,뇌물 받다 말르다 뇌물 밝다 자의 어둡다 자의
출애굽기,23장 9절,이방 나그네 압제 말르다 애굽 나그네 되어다 나그네 사정 알다
출애굽기,23장 10절,안식년 안식일 파종 소산 거두다
출애굽기,23장 11절,갈다 묵다 어서 백성 가난하다 먹다 하라 남다 들다 짐승 먹다 포도 감람 그리다
출애굽기,23장 12절,엿새 나귀 쉬다 여종 자식 나그네 돌리다
출애굽기,23장 13절,모든 삼가다 지키다 신들 이름 부르다 말다 들리다 말다
출애굽기,23장 14절,가지 절기 추다 매년 내다 절기 지키다
출애굽기,23장 15절,무교병 절기 키라 명령 비다 이레 무교병 먹다 애굽 나오다 나오다 말다
출애굽기,23장 16절,맥추절 키라 수고 뿌리다 열매 거두다 수장 키라 수고 이루다 연말 거두다 장함
출애굽기,23장 17절,모든 남자 매년 여호와 보이다
출애굽기,23장 18절,제물 유교 병과 드리다 말다 절기 제물 기름 아침 남기다 두다 말다
출애굽기,23장 19절,토지 처음 거두다 열매 좋다 가다 하나님 여호와 드리다 염소 새끼 어미 삶다 말다
출애굽기,23장 20절,명령 약속 사자 앞서 보내다 보호 예비 하리
출애굽기,23장 21절,삼가다 목소리 청종 노엽 말르다 허물 용서 이름
출애굽기,23장 22절,목소리 자다 청종 모든 원수 원수 대적 대적
출애굽기,23장 23절,사자 앞서 가다 아모리 사람과 사람과 리스 사람과 가나안 사람과 사람과 부스 인도 끊다
출애굽기,23장 24절,경배 말다 섬기다 말다 행위 본받다 깨뜨리다 주상 부수
출애굽기,23장 25절,하나님 여호와 섬기다 리하 여호와 양식 내리다 하리
출애굽기,23장 26절,나라 낙태 자가 임신 자가 채우다
출애굽기,23장 27절,위엄 앞서 보내다 모든 백성 물리 모든 원수 돌리다 도망
출애굽기,23장 28절,왕벌 보내다 벌이 족속 가나안 족속 족속 쫓아내다
출애굽기,23장 29절,황폐 들다 짐승 번성 쫓아내다
출애굽기,23장 30절,번성 기업 얻다 쫓아내다
출애굽기,23장 31절,경계 홍해 블레셋 바다 광야 주민 넘기다 쫓아내다
출애굽기,23장 32절,신들 언약 말르다
출애굽기,23장 33절,머무르다 내다 범죄 두려움 신들 섬기다 무가
출애굽기,24장 1절,시내 언약 세우다 모세 아론 나답과 아비 이스라엘 장로 칠십 명과 여호와 올라오다 멀리 경배
출애굽기,24장 2절,모세 여호와 가까이 오다 가까이 아오지 말다 백성은 올라오다 말다
출애굽기,24장 3절,모세 오다 여호와 모든 말씀 모든 율례 백성 전하 소리 응답 여호와 말씀 모든 준행 하리
출애굽기,24장 4절,모세 여호와 모든 말씀 기록 아침 일어나다 제단 쌓다 이스라엘 기둥 세우다
출애굽기,24장 5절,이스라엘 자손 청년 보내다 여호와 소로 번제 화목 드리다
출애굽기,24장 6절,모세 가지 여러 양푼 담다 제단 뿌리
출애굽기,24장 7절,가다 백성 낭독 듣다 하니 여호와 모든 말씀 준행 하리
출애굽기,24장 8절,모세 가지 백성 뿌리 여호와 모든 말씀 대하 세우다 언약 피다
출애굽기,24장 9절,모세 아론 나답과 아비 이스라엘 장로 칠십 올라가다
출애굽기,24장 10절,이스라엘 하나님 청옥 하늘 청명
출애굽기,24장 11절,하나님 이스라엘 자손 존귀 대지 하나님 뵙다 먹다 마시다
출애굽기,24장 12절,시내 사다 여호와 모세 내게로 오다 거기 가르치다 율법 계명 친히 기록 돌판 주리
출애굽기,24장 13절,모세 부하 여호수아 일어나다 모세 하나님 올라가다
출애굽기,24장 14절,장로 돌아오다 기다리다 아론 하리 무릇 자다 나아가다
출애굽기,24장 15절,모세 구름 가리다
출애굽기,24장 16절,여호와 영광 시내 머무르다 구름 엿새 가리다 여호와 구름 가운데 모세 부르다
출애굽기,24장 17절,여호와 영광 이스라엘 자손 맹렬하다 보이다
출애굽기,24장 18절,모세 구름 들어가다 모세 사다 사다
출애굽기,25장 1절,지다 예물 여호와 모세 말씀
출애굽기,25장 2절,이스라엘 자손 명령 내다 예물 가져오다 기쁘다 마음 내다 자가 내다 바치다 모든 받다
출애굽기,25장 3절,받다 예물 이러하다
출애굽기,25장 4절,청색 자색 홍색 실과 가다 실과 염소
출애굽기,25장 5절,붉다 들이다 숫양 가죽 해달 가죽 각목
출애굽기,25장 6절,등유 관유 들다 향료 분향 만들다 향품
출애굽기,25장 7절,마노 흉패 물리다 보석
출애굽기,25장 8절,나르다 짓다
출애굽기,25장 9절,무릇 보이다 모양 장막 짓다 기구 모양 따르다 지다
출애굽기,25장 10절,증거 추다 각목 짜다 길이 규빗 너비 규빗 높이다 규빗
출애굽기,25장 11절,순금 싸다 안팎 싸다 위쪽 가장자리 돌아가다 두르다
출애굽기,25장 12절,고리 부어 만들다 달다 고리 고리 달다
출애굽기,25장 13절,각목 만들다 싸다
출애굽기,25장 14절,양쪽 고리 꿰어 메다
출애굽기,25장 15절,고리 두다 내지 말다
출애굽기,25장 16절,증거 두다
출애굽기,25장 17절,순금 속죄 만들다 길이 규빗 너비 규빗
출애굽기,25장 18절,그룹 속죄 치다 만들다
출애굽기,25장 19절,그룹 그룹 속죄 속죄 덩이 연결하다
출애굽기,25장 20절,그룹 날개 높이 펴다 날개 속죄 덮다 얼굴 서로 대하 속죄
출애굽기,25장 21절,속죄 얹다 증거 넣다
출애굽기,25장 22절,거기 만나다 속죄 증거 그룹 사이 이스라엘 자손 명령 모든
출애굽기,25장 23절,진설 두다 추다 각목 만들다 길이 규빗 너비 규빗 높이다 규빗
출애굽기,25장 24절,순금 싸다 주위 두르다
출애굽기,25장 25절,주위 손바닥 넓이 만들다 주위 만들다
출애굽기,25장 26절,고리 만들다 모퉁이 달다
출애굽기,25장 27절,붙이 메다
출애굽기,25장 28절,각목 만들다 싸다 메다
출애굽기,25장 29절,대접 숟가락 병과 붓다 만들다 순금 만들다
출애굽기,25장 30절,진설 두다 항상
출애굽기,25장 31절,등잔 기구 추다 순금 등잔 치다 만들다 밑판 줄기 꽃받침 덩이 연결하다
출애굽기,25장 32절,가지 등잔 나오다 가지다 나오다 가지다 나오다
출애굽기,25장 33절,가지 살구꽃 형상 꽃받침 가지 살구꽃 형상 꽃받침 등잔 나오다 가지
출애굽기,25장 34절,등잔 줄기 살구꽃 형상 꽃받침
출애굽기,25장 35절,등잔 나오다 가지 꽃받침 가지 꽃받침 줄기 연결하다 가지 꽃받침 줄기 연결하다 가지 꽃받침 줄기 연결하다
출애굽기,25장 36절,꽃받침 가지 줄기 연결하다 순금 치다 만들다
출애굽기,25장 37절,등잔 만들다 두다 비추다
출애굽기,25장 38절,집게 그릇 순금 만들다
출애굽기,25장 39절,등잔 모든 기구 순금 달란트 만들다
출애굽기,25장 40절,삼가다 보이다 양식
출애굽기,26장 1절,추다 만들다 가늘다 실과 청색 자색 홍색 그룹 정교하다 놓다 휘장 만들다
출애굽기,26장 2절,길이 스물 규빗 너비 규빗 장단
출애굽기,26장 3절,휘장 서로 연결하다 폭도 서로 연결하다
출애굽기,26장 4절,휘장 끝폭 가다 청색 고르다 만들다 이어지다 끝폭 가다
출애굽기,26장 5절,휘장 끝폭 가다 달다 휘장 끝폭 가다 서로 마주
출애굽기,26장 6절,갈고리 만들다 갈고리 휘장 연결하다 이루다
출애굽기,26장 7절,덮다 휘장 염소 만들다 열한 만들다
출애굽기,26장 8절,길이 서른 규빗 너비 규빗 열한 길이
출애굽기,26장 9절,휘장 서로 연결하다 서로 연결하다 절반 전면 접다 드리우다
출애굽기,26장 10절,휘장 끝폭 가다 달다 끝폭 가다
출애굽기,26장 11절,갈고리 만들다 갈고리 고르다 꿰어 연결하다
출애굽기,26장 12절,휘장 나머지 늘다 뜨다
출애굽기,26장 13절,휘장 길이 남다 규빗 규빗 좌우 양쪽 덮다 늘다 뜨다
출애굽기,26장 14절,붉다 들이다 숫양 가죽 덮개 만들다 해달 가죽 덮개 만들다
출애굽기,26장 15절,각목 널판 만들다 세우다
출애굽기,26장 16절,길이 규빗 너비 규빗
출애굽기,26장 17절,내다 서로 연결하다 널판 하라
출애굽기,26장 18절,널판 만들다 남쪽 널판 스무 만들다
출애굽기,26장 19절,스무 널판 받침 마흔 만들다 널판 받침 만들다 널판 받침 만들다
출애굽기,26장 20절,북쪽 널판 스무
출애굽기,26장 21절,받침 마흔 널판 받침 널판 받침
출애굽기,26장 22절,서쪽 널판 만들다
출애굽기,26장 23절,모퉁이 널판 만들다
출애굽기,26장 24절,각기 두께 고리 모퉁이 리하
출애굽기,26장 25절,널판 받침 받침 받치다
출애굽기,26장 26절,각목 만들다 널판 개요
출애굽기,26장 27절,널판 개요 서쪽 널판
출애굽기,26장 28절,널판 가운데 중간
출애굽기,26장 29절,널판 싸다 널판 고리 만들다 싸다
출애굽기,26장 30절,보이다 양식 세우다
출애굽기,26장 31절,청색 자색 홍색 실과 가늘다 짜다 휘장 만들다 그룹 정교하다 놓다
출애굽기,26장 32절,갈고리 기둥 늘다 뜨다 기둥 각목 만들다 싸다 받침 두다
출애굽기,26장 33절,휘장 갈고리 늘다 뜨다 증거 휘장 들여놓다 휘장 구분 하리
출애굽기,26장 34절,증거 속죄 두다
출애굽기,26장 35절,휘장 바깥 북쪽 놓다 남쪽 등잔 놓다 상과 마주
출애굽기,26장 36절,청색 자색 홍색 실과 가늘다 놓다 짜다 휘장 만들다
출애굽기,26장 37절,휘장 기둥 각목 만들다 싸다 갈고리 만들다 기둥 받침 부어 만들다
출애굽기,27장 1절,제단 추다 각목 길이 규빗 너비 규빗 제단 만들다 네모 반듯하다 높이다 규빗
출애굽기,27장 2절,모퉁이 만들다 이어지다 제단 싸다
출애굽기,27장 3절,담다 통과 부삽 대야 고기 갈고리 옮기다 그릇 만들다 제단 그릇 만들다
출애굽기,27장 4절,제단 그물 만들다 모퉁이 고리 만들다
출애굽기,27장 5절,그물 제단 주위 가장자리 제단 절반
출애굽기,27장 6절,제단 만들다 각목 만들다 싸다
출애굽기,27장 7절,제단 양쪽 고리 꿰어 제단 메다
출애굽기,27장 8절,제단 널판 속이다 만들다 보이다 만들다 하라
출애굽기,27장 9절,추다 만들다 남쪽 남쪽 너비 규빗 마포 휘장 치다 당하다
출애굽기,27장 10절,기둥 스물 받침 스물 기둥 갈고리 가름대
출애굽기,27장 11절,북쪽 너비 규빗 포장 치다 기둥 스물 기둥 받침 스물 기둥 갈고리 가름대
출애굽기,27장 12절,서쪽 너비 규빗 포장 치다 기둥 이요 받침
출애굽기,27장 13절,동쪽 동쪽 너비 규빗
출애굽기,27장 14절,포장 규빗 기둥 받침
출애굽기,27장 15절,포장 규빗 기둥 받침
출애굽기,27장 16절,청색 자색 홍색 실과 가늘다 놓다 짜다 스무 규빗 휘장 기둥 넷이 받침
출애굽기,27장 17절,주위 모든 기둥 가름대 갈고리 받침
출애굽기,27장 18절,길이 규빗 너비 규빗 마포 휘장 높이다 규빗 받침
출애굽기,27장 19절,쓰다 모든 기구 말뚝 포장 말뚝
출애굽기,27장 20절,등불 관리 이스라엘 자손 명령 감람 짜다 순수하다 기름 등불 게로 가져오다 끊다 등불 켜다
출애굽기,27장 21절,아론 아들 회막 증거 휘장 저녁 아침 항상 여호와 등불 보살피다 하라 이스라엘 자손 대대로 지키다 규례
출애굽기,28장 1절,제사장 추다 이스라엘 자손 아론 아들 아론 아론 아들 나답과 아비 엘르아살 다말 게로 오다 나르다 섬기다 제사장 직분
출애굽기,28장 2절,아론 거룩하다 지다 영화 아름답다
출애굽기,28장 3절,무릇 마음 지혜 모든 지혜 채운 아론 지다 거룩하다 내다 제사장 직분 하라
출애굽기,28장 4절,지다 이러하다 흉패 겉옷 반포 속옷 아론 아들 거룩하다 지다 아론 내다 제사장 직분 하라
출애굽기,28장 5절,쓸다 실과 청색 자색 홍색 실과 가늘다
출애굽기,28장 6절,실과 청색 자색 홍색 실과 가늘다 정교하다 짜다 짓다
출애굽기,28장 7절,어깨 받다 이어지다
출애굽기,28장 8절,매다 짜다 실과 청색 자색 홍색 실과 가늘다 정교하다 붙이다 짜다
출애굽기,28장 9절,마노 가다 이스라엘 아들 이름 새다
출애굽기,28장 10절,나이 이름 보석 나머지 이름 보석 새다
출애굽기,28장 11절,보석 새기다 자가 도장 새김 이스라엘 아들 이름 보석 새기다 물리
출애굽기,28장 12절,보석 어깨 받다 붙이다 이스라엘 아들 기념 보석 사다 아론 여호와 이름 어깨 메우다 기념
출애굽기,28장 13절,만들다
출애굽기,28장 14절,순금 노끈 사슬 사슬 달다
출애굽기,28장 15절,판결 흉패 추다 판결 흉패 짜다 방법 실과 청색 자색 홍색 실과 가늘다 정교하다 짜다 만들다
출애굽기,28장 16절,길이 너비 네모 반듯하다
출애굽기,28장 17절,보석 물리다 홍보 황옥 녹주옥
출애굽기,28장 18절,둘째 석류석 보석 마노
출애굽기,28장 19절,호박 마노 자수정
출애굽기,28장 20절,넷째 보석 마노 벽옥 물리다
출애굽기,28장 21절,보석 이스라엘 아들 이름 보석 파의 이름 도장 새기다 새다
출애굽기,28장 22절,순금 노끈 사슬 흉패 붙이
출애굽기,28장 23절,고리 만들다 흉패 흉패 고리
출애굽기,28장 24절,사슬 흉패 고리 꿰어 매다
출애굽기,28장 25절,사슬 어깨 받다 매다
